car_num,단속일시,과태료,단속지역,단속장소,단속조명,사진,처리상태,적용법조,위반내용,차종,차명,차량구분,견인지시,발행번호,단속구분
27무4988,2020-08-19 14:35,32000,전농동,서울 동대문구 전농동 534-5,C13,6,자납,33,주차금지(황색점선)구역,승용,크루즈 2.0 디젤,일반,미견인,,주행형CCTV
경기94사3283,2020-08-19 14:35,32000,전농동,서울 동대문구 전농동 534-5,C13,6,자납,33,주차금지(황색점선)구역,화물4톤이하,마이티,일반,미견인,,주행형CCTV
서울80배7651,2020-08-19 14:37,40000,전농동,서울 동대문구 전농동 129-71,C13,6,압류예정분수납,33,주차금지(황색점선)구역,화물4톤이하,봉고Ⅲ 1톤,일반,미견인,,주행형CCTV
72가3575,2020-08-19 14:37,40000,전농동,서울 동대문구 전농동 129-75,C13,6,자납,33,주차금지(황색점선)구역,승합,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
150호1740,2020-08-19 14:37,32000,전농동,서울 동대문구 전농동 129-75,C13,6,자납,33,주차금지(황색점선)구역,승용,K7,일반,미견인,,주행형CCTV
26거6436,2020-08-19 15:05,32000,용두동,서울 동대문구 용두동 47-38,C13,6,자납,33,주차금지(황색점선)구역,승용,스파크 1.0 DOHC,일반,미견인,,주행형CCTV
160조2087,2020-08-19 15:05,32000,용두동,서울 동대문구 용두동 40-8,C13,6,자납,33,주차금지(황색점선)구역,승용,베뉴(VENUE),일반,미견인,,주행형CCTV
22너2250,2020-08-19 15:05,40000,용두동,서울 동대문구 용두동 47-38,C13,6,압류,33,주차금지(황색점선)구역,승용,쏘나타 (SONATA),일반,미견인,,주행형CCTV
82루2635,2020-08-19 15:06,32000,용두동,서울 동대문구 용두동 47-38,C13,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
서울31아5069,2020-08-19 15:38,32000,제기동,서울 동대문구 제기동 136-207,C15,6,자납,33,주차금지(황색점선)구역,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
66부2900,2020-08-19 15:39,40000,제기동,서울 동대문구 제기동 122-667,C15,6,압류해제수납,33,주차금지(황색점선)구역,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
41구1308,2020-08-19 15:39,40000,제기동,서울 동대문구 제기동 122-667,C15,6,압류해제수납,33,주차금지(황색점선)구역,승용,아반떼 (AVANTE),일반,미견인,,주행형CCTV
17누1150,2020-08-19 15:39,40000,제기동,서울 동대문구 제기동 122-551,C15,6,압류해제수납,34,교통소통장애,승용,스포티지,일반,미견인,,주행형CCTV
275조7565,2020-08-19 15:39,40000,제기동,서울 동대문구 제기동 122-667,C15,6,압류예정분수납,33,주차금지(황색점선)구역,승용,모닝,일반,미견인,,주행형CCTV
48루9126,2020-08-19 15:39,32000,제기동,서울 동대문구 제기동 122-667,C15,6,자납,33,주차금지(황색점선)구역,승용,아반떼(AVANTE),일반,미견인,,주행형CCTV
18모6925,2020-08-19 15:39,32000,제기동,서울 동대문구 제기동 122-667,C15,6,자납,32,주정차금지(황색실선)구역,승용,SM7,일반,미견인,,주행형CCTV
93조7433,2020-08-19 15:39,32000,제기동,서울 동대문구 제기동 122-667,C15,6,자납,33,주차금지(황색점선)구역,화물4톤이하,스타렉스(STAREX),일반,미견인,,주행형CCTV
57도1585,2020-08-19 15:39,40000,제기동,서울 동대문구 제기동 122-667,C15,6,압류,33,주차금지(황색점선)구역,승용,인피니티 M45,일반,미견인,,주행형CCTV
10모2795,2020-08-19 15:39,40000,제기동,서울 동대문구 제기동 858-4,C15,6,압류,33,주차금지(황색점선)구역,승용,A6 2.4,일반,미견인,,주행형CCTV
47버7846,2020-08-19 15:47,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,그랜저(GRANDEUR),일반,미견인,,주행형CCTV
07노4420,2020-08-19 15:50,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,스포티지,일반,미견인,,주행형CCTV
82마2247,2020-08-19 16:03,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,보도,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
12루2227,2020-08-19 16:06,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,에쿠스(EQUUS),일반,미견인,,주행형CCTV
서울31자7095,2020-08-19 16:06,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,버스정류소,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
서울31사4428,2020-08-19 16:06,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,그랜저(GRANDEUR),일반,미견인,,주행형CCTV
서울34아2214,2020-08-19 16:07,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
54수2697,2020-08-19 16:09,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
40호4600,2020-08-19 16:12,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,수시분수납,32,횡단보도,승용,EQ900,일반,미견인,,주행형CCTV
경기95자1311,2020-08-19 16:26,50000,용두동,서울특별시 동대문구 청계천로13길 6,주행형CCTV,6,압류해제수납,32,주정차금지(황색실선)구역,화물4톤초과,현대14톤특초장축트럭,일반,미견인,,주행형CCTV
98로5943,2020-08-19 16:26,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,보도,특수,동해고소작업차-1301,일반,미견인,,주행형CCTV
96더9896,2020-08-19 16:26,32000,용두동,서울특별시 동대문구 청계천로 517,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,이-마이티,일반,미견인,,주행형CCTV
01버0526,2020-08-19 16:26,32000,용두동,서울특별시 동대문구 청계천로 517,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,MINI Cooper Convertible,일반,미견인,,주행형CCTV
서울33아4707,2020-08-19 16:31,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
34호9191,2020-08-19 16:45,40000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,압류예정,33,주차금지(황색점선)구역,승용,쏘렌토,일반,미견인,,주행형CCTV
01오5118,2020-08-19 16:53,40000,답십리동,서울 동대문구 고미술로 99 (답십리동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,승용,쏘렌토,일반,미견인,,주행형CCTV
96다0848,2020-08-19 16:53,40000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,압류,32,횡단보도,화물4톤이하,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
92라7950,2020-08-19 17:00,40000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,수시분수납,32,보도,화물4톤이하,봉고Ⅲ 1톤,일반,미견인,,주행형CCTV
29더4999,2020-08-19 18:15,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류,33,주차금지(황색점선)구역,승용,벤츠S550 4MATIC,일반,미견인,,주행형CCTV
63루9240,2020-08-19 18:19,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,보도,승용,스포티지,일반,미견인,,주행형CCTV
76마8157,2020-08-19 18:20,50000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승합,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
64구1984,2020-08-19 18:20,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,BMW320i,일반,미견인,,주행형CCTV
39우8236,2020-08-19 18:26,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,모닝,일반,미견인,,주행형CCTV
349소8122,2020-08-20 9:40,32000,장안동,서울 동대문구 장안동 476-4,C13,6,자납,34,교통소통장애,승용,셀토스,일반,미견인,,주행형CCTV
18조1910,2020-08-20 9:40,32000,장안동,서울 동대문구 장안동 476-4,C13,6,자납,33,주차금지(황색점선)구역,승용,링컨MKS,일반,미견인,,주행형CCTV
09노0590,2020-08-20 9:41,40000,장안동,서울 동대문구 장안동 476-4,C13,6,독촉분수납,33,주차금지(황색점선)구역,승용,아반떼(AVANTE),일반,미견인,,주행형CCTV
48러0743,2020-08-20 9:41,40000,장안동,서울 동대문구 장안동 476-4,C13,6,수시분수납,33,주차금지(황색점선)구역,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
17로7835,2020-08-20 9:41,32000,장안동,서울 동대문구 장안동 476-4,C13,6,자납,34,교통소통장애,승용,G4 렉스턴,일반,미견인,,주행형CCTV
178허2461,2020-08-20 9:41,32000,장안동,서울 동대문구 장안동 476-4,C13,6,자납,33,주차금지(황색점선)구역,승용,아이오닉 하이브리드(IONIQ HYBRID),일반,미견인,,주행형CCTV
28구6545,2020-08-20 9:41,32000,장안동,서울 동대문구 장안동 476-4,C13,6,자납,33,주차금지(황색점선)구역,승용,카니발,일반,미견인,,주행형CCTV
67오7005,2020-08-20 9:42,32000,장안동,서울 동대문구 장안동 476-3,C13,6,자납,33,주차금지(황색점선)구역,승용,에쿠스(EQUUS),일반,미견인,,주행형CCTV
67가7512,2020-08-20 9:42,32000,장안동,서울 동대문구 장안동 476-3,C13,6,자납,33,주차금지(황색점선)구역,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
54다7528,2020-08-20 9:42,40000,장안동,서울 동대문구 장안동 476-3,C13,6,압류,33,주차금지(황색점선)구역,승용,카니발,일반,미견인,,주행형CCTV
12버3250,2020-08-20 9:42,40000,장안동,서울 동대문구 장안동 476-3,C13,6,압류,34,교통소통장애,승용,아반떼(AVANTE),일반,미견인,,주행형CCTV
337버7767,2020-08-20 10:34,32000,장안동,서울 동대문구 장한로 3-1 (장안동),주행형CCTV,6,자납,32,보도,승용,짚 레니게이드 2.4,일반,미견인,,주행형CCTV
13수3257,2020-08-20 10:45,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,쏘울,일반,미견인,,주행형CCTV
87거7950,2020-08-20 10:46,40000,장안동,서울 동대문구 장한로 3-1 (장안동),주행형CCTV,6,수시분수납,32,횡단보도,화물4톤이하,포터장축슈퍼캡(PORTER),일반,미견인,,주행형CCTV
174도4918,2020-08-20 10:48,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,승용,팰리세이드(PALISADE),일반,미견인,,주행형CCTV
303도3084,2020-08-20 10:50,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,벤츠 S350 d 4MATIC,일반,미견인,,주행형CCTV
30버2692,2020-08-20 10:58,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류예정분수납,33,주차금지(황색점선)구역,승용,카니발,일반,미견인,,주행형CCTV
68오0731,2020-08-20 10:58,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,스포티지,일반,미견인,,주행형CCTV
86로1272,2020-08-20 11:00,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,화물4톤이하,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
79너7246,2020-08-20 11:03,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승합,다마스5인승,일반,미견인,,주행형CCTV
서울80배2100,2020-08-20 11:04,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
서울34사8102,2020-08-20 11:11,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
173노9393,2020-08-20 11:18,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,카니발,일반,미견인,,주행형CCTV
66거7054,2020-08-20 11:23,40000,장안동,서울특별시 동대문구 장한로25길 2,주행형CCTV,6,독촉분수납,32,주정차금지(황색실선)구역,승용,모닝,일반,미견인,,주행형CCTV
88모8742,2020-08-20 11:31,40000,장안동,서울특별시 동대문구 장한로 27,주행형CCTV,6,압류,32,도로 모퉁이,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
서울31아1433,2020-08-20 11:43,32000,장안동,서울특별시 동대문구 장한로 40,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
36루7627,2020-08-20 11:44,40000,장안동,서울특별시 동대문구 장한로 64,주행형CCTV,6,독촉분수납,32,횡단보도,승용,쏘나타 (SONATA),일반,미견인,,주행형CCTV
50도0129,2020-08-20 11:49,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,Golf 2.0 TDI BMT,일반,미견인,,주행형CCTV
69나0516,2020-08-20 11:50,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,BMW 528i,일반,미견인,,주행형CCTV
86루9899,2020-08-20 15:55,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
254도5500,2020-08-20 15:59,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,교차로,승용,K5,일반,미견인,,주행형CCTV
38더8684,2020-08-20 16:07,32000,장안동,서울특별시 동대문구 장한로 82,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,스포티지,일반,미견인,,주행형CCTV
107부6857,2020-08-20 16:57,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,승용,카니발,일반,미견인,,주행형CCTV
33고2001,2020-08-20 16:57,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류예정분수납,33,주차금지(황색점선)구역,승용,쎄라토,일반,미견인,,주행형CCTV
65하3311,2020-08-20 16:57,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
175구6407,2020-08-20 17:02,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,벤츠S500하이브리드,일반,미견인,,주행형CCTV
83구9954,2020-08-20 17:08,32000,장안동,서울 동대문구 답십리로 276 (장안동),주행형CCTV,6,자납,32,횡단보도,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
22가5723,2020-08-20 17:09,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,수시분수납,32,교차로,승용,C220 CDI 4Matic,일반,미견인,,주행형CCTV
25저6115,2020-08-20 17:53,40000,장안동,서울 동대문구 장한로 3-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,엑센트 (ACCENT),일반,미견인,,주행형CCTV
12구6815,2020-08-20 17:57,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,모닝,일반,미견인,,주행형CCTV
08누6864,2020-08-20 17:59,40000,장안동,서울 동대문구 장한로 129 (장안동),주행형CCTV,6,압류예정분수납,32,교차로,승용,그랜저 하이브리드,일반,미견인,,주행형CCTV
06조2600,2020-08-20 17:59,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
33주5272,2020-08-20 18:00,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,쏘렌토,일반,미견인,,주행형CCTV
서울87자3248,2020-08-21 10:24,32000,장안동,서울특별시 동대문구 장한로 71,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
137도8912,2020-08-21 10:28,32000,장안동,서울특별시 동대문구 장한로 99,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,그랜저(GRANDEUR),일반,미견인,,주행형CCTV
43서1680,2020-08-21 10:28,32000,장안동,서울특별시 동대문구 장한로 85,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,BMW 530i ,일반,미견인,,주행형CCTV
서울80배2100,2020-08-21 10:28,40000,장안동,서울특별시 동대문구 장한로 91,주행형CCTV,6,압류,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
82모8836,2020-08-21 10:31,32000,용두동,서울특별시 동대문구 청계천로 505,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
91도5862,2020-08-21 10:31,32000,용두동,서울특별시 동대문구 청계천로 505,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,봉고Ⅲ 1.2톤,일반,미견인,,주행형CCTV
84어9246,2020-08-21 10:32,40000,용두동,서울특별시 동대문구 청계천로 491,주행형CCTV,6,수시분수납,32,주정차금지(황색실선)구역,화물4톤이하,봉고Ⅲ 4륜구동,일반,미견인,,주행형CCTV
30보6466,2020-08-21 10:32,32000,용두동,서울특별시 동대문구 청계천로 489,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,Passat 2.0 TDI,일반,미견인,,주행형CCTV
05러6837,2020-08-21 10:57,32000,장안동,서울특별시 동대문구 답십리로 288,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,티볼리,일반,미견인,,주행형CCTV
서울33자4168,2020-08-21 10:58,32000,장안동,서울특별시 동대문구 답십리로 308,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
89모0597,2020-08-21 11:11,32000,장안동,서울특별시 동대문구 장한로 129,주행형CCTV,6,자납,32,횡단보도,화물4톤이하,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
38노3644,2020-08-21 11:11,40000,장안동,서울특별시 동대문구 장한로 129,주행형CCTV,6,압류,32,주정차금지(황색실선)구역,승용,모하비,일반,미견인,,주행형CCTV
서울33사4712,2020-08-21 11:12,32000,장안동,서울특별시 동대문구 장한로 85,주행형CCTV,6,자납,32,횡단보도,승용,K5,일반,미견인,,주행형CCTV
58서6361,2020-08-21 11:12,32000,장안동,서울특별시 동대문구 장한로 85,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,코나(KONA),일반,미견인,,주행형CCTV
88너3865,2020-08-21 11:28,40000,장안동,서울특별시 동대문구 장한로 107,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
서울31사2750,2020-08-21 11:28,32000,장안동,서울특별시 동대문구 장한로 106,주행형CCTV,6,자납,32,횡단보도,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
87루6668,2020-08-21 11:35,40000,장안동,서울특별시 동대문구 장한로 98,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,화물4톤이하,마이티큐티,일반,미견인,,주행형CCTV
393머9661,2020-08-21 11:37,40000,장안동,서울특별시 동대문구 장한로 129,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,BMW X3 xDrive20i Luxury,일반,미견인,,주행형CCTV
서울32아4494,2020-08-21 11:38,32000,장안동,서울특별시 동대문구 장한로 115,주행형CCTV,6,자납,32,횡단보도,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
서울33사8022,2020-08-21 11:45,32000,장안동,서울특별시 동대문구 장한로 105,주행형CCTV,6,자납,32,횡단보도,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
82오5000,2020-08-21 15:18,32000,용두동,서울 동대문구 무학로 134-2 (용두동),주행형CCTV,6,자납,32,교차로,화물4톤이하,코란도스포츠,일반,미견인,,주행형CCTV
17보9761,2020-08-21 15:25,40000,장안동,서울특별시 동대문구 천호대로 383,주행형CCTV,6,압류,32,주정차금지(황색실선)구역,승용,ACCORD 3.5,일반,미견인,,주행형CCTV
28어7249,2020-08-21 15:32,40000,용두동,서울특별시 동대문구 청계천로 525,주행형CCTV,6,압류해제수납,32,교차로,승용,스포티지,일반,미견인,,주행형CCTV
37무1706,2020-08-21 15:32,32000,용두동,서울특별시 동대문구 청계천로 509,주행형CCTV,6,자납,32,횡단보도,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
39나9007,2020-08-21 15:32,32000,용두동,서울특별시 동대문구 청계천로 491,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,레이,일반,미견인,,주행형CCTV
64나4671,2020-08-21 15:34,40000,용두동,서울 동대문구 무학로 134-2 (용두동),주행형CCTV,6,수시분수납,32,보도,승용,BMW 320i,일반,미견인,,주행형CCTV
21하4207,2020-08-21 15:54,32000,답십리동,서울특별시 동대문구 황물로 190,주행형CCTV,6,자납,32,보도,승용,K7,일반,미견인,,주행형CCTV
56하5013,2020-08-21 16:22,40000,장안동,서울특별시 동대문구 장한로 111,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,스포티지,일반,미견인,,주행형CCTV
88너3865,2020-08-21 16:23,10000,장안동,서울특별시 동대문구 장한로 109,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
324라8535,2020-08-21 16:23,32000,장안동,서울특별시 동대문구 장한로 91,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,INFINITI QX50 2.0,일반,미견인,,주행형CCTV
18호3820,2020-08-21 16:28,40000,장안동,서울특별시 동대문구 장한로 91,주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,승용,레이,일반,미견인,,주행형CCTV
04루3537,2020-08-21 16:31,32000,장안동,서울특별시 동대문구 답십리로 276,주행형CCTV,6,자납,32,횡단보도,승용,티볼리,일반,미견인,,주행형CCTV
24로4759,2020-08-21 16:32,32000,장안동,서울특별시 동대문구 답십리로 276,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,올란도 2.0 디젤,일반,미견인,,주행형CCTV
17부4152,2020-08-21 16:32,32000,장안동,서울특별시 동대문구 장한로 113,주행형CCTV,6,자납,32,버스정류소,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
91도6885,2020-08-21 16:45,32000,장안동,서울특별시 동대문구 장한로 99,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,봉고Ⅲ 내장차,일반,미견인,,주행형CCTV
91주9764,2020-08-21 16:47,32000,장안동,서울특별시 동대문구 장한로 39,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
서울31바7852,2020-08-21 16:51,32000,장안동,서울특별시 동대문구 장한로 114,주행형CCTV,6,자납,32,횡단보도,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
58노9923,2020-08-21 17:01,32000,장안동,서울특별시 동대문구 답십리로 276,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
399오4680,2020-08-21 17:02,40000,장안동,서울특별시 동대문구 장한로 91,주행형CCTV,6,압류해제수납,32,주정차금지(황색실선)구역,승용,G4 렉스턴,일반,미견인,,주행형CCTV
83더6135,2020-08-21 17:13,40000,장안동,서울특별시 동대문구 천호대로 393,주행형CCTV,6,압류,32,주정차금지(황색실선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
87수8302,2020-08-24 10:23,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
56고3567,2020-08-24 10:25,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,승용,INFINITIQX56,일반,미견인,,주행형CCTV
88너3865,2020-08-24 10:25,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
15로6785,2020-08-24 10:25,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,압류,32,버스정류소,승용,E300,일반,미견인,,주행형CCTV
80라0434,2020-08-24 10:26,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ(PORTERⅡ),일반,미견인,,주행형CCTV
49우6271,2020-08-24 10:33,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,승용,레이,일반,미견인,,주행형CCTV
181가5961,2020-08-24 10:36,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,모닝,일반,미견인,,주행형CCTV
91라0146,2020-08-24 10:48,32000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,자납,32,보도,화물4톤이하,포터Ⅱ파워게이트 (PORTER Ⅱ),일반,미견인,,주행형CCTV
17보9761,2020-08-24 10:48,40000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,압류,32,주정차금지(황색실선)구역,승용,ACCORD 3.5,일반,미견인,,주행형CCTV
113서4332,2020-08-24 10:49,32000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,자납,32,보도,승용,베뉴(VENUE),일반,미견인,,주행형CCTV
77주4133,2020-08-24 11:09,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승합,다마스5인승,일반,미견인,,주행형CCTV
80라9638,2020-08-24 11:10,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ(PORTERⅡ),일반,미견인,,주행형CCTV
36로8348,2020-08-24 11:14,40000,장안동,서울 동대문구 장안동 369-2,주행형CCTV,6,압류해제수납,32,도로 모퉁이,승용,MINI Cooper S,일반,미견인,,주행형CCTV
37나6339,2020-08-24 11:14,32000,장안동,서울 동대문구 장한로 129 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,K5,일반,미견인,,주행형CCTV
04구9521,2020-08-24 11:15,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,스파크 1.0,일반,미견인,,주행형CCTV
